ELEMENT_GLOBAL_ID	SIMGLOBAL_ID	SIMNOTE
687295	683526	distinguished by presence of <i>Vigna luteola</i> and <i>Ipomoea sagittata</i>.
689605	683527	
687504	687295	is a co-occurring freshwater thick-mat flotant with different species composition.
689036	686710	
687396	686710	of the West Gulf Coastal Plain.
686457	686710	is presumably the non-calcareous equivalent which occurs primarily eastward of this type.
687505	686710	
686090	686710	occurring primarily outside of the range of <i>Magnolia grandiflora</i>, with greater dominance by <i>Quercus pagoda</i>.
687817	683528	
686710	686090	within the range of <i>Magnolia grandiflora</i> and with greater dominance by <i>Quercus michauxii</i>.
689036	686090	
687505	686090	
689714	688700	
688971	688689	
688995	687633	grades into this type north along the Woodbine Escarpment where the blackland soils play out.
683229	687343	
684269	687343	
683530	683229	
686420	684465	southern Arkansas herbaceous seep.
688520	687199	
686510	688592	D. Zollner (pers. comm. 2001) says these may be the same.
685340	688138	
687323	683359	
686534	683359	
683191	683359	
685054	685975	
689571	684485	of the West Gulf Coastal Plain.
683587	686721	is endemic to the Texas Post Oak Savanna region.
689006	686270	
686270	689006	
683346	686840	of the Appalachian region.
687787	686840	
685180	686840	
683609	686840	a related mixed type.
683841	686859	of the Southern Ridge and Valley of Georgia.
687751	686859	of the Southern Ridge and Valley of Georgia.
685243	686859	similar environment but stands are dominated by <i>Quercus alba</i>.
685489	686859	of the southern Ridge and Valley.
684307	683393	on small to medium-sized terraces of small streams.
686516	683394	
684621	684808	
684730	684808	
686512	684808	defined for the southern Cumberland Plateau and western fringe of the Southern Blue Ridge, with more diverse shrubs.
687694	689504	a more generally applied montane longleaf pine association, also found on Pine Mountain, Georgia.
688789	689504	
685027	689504	of more montane environments.
686106	689862	of interior regions, with <i>Acer</i> spp. and <i>Quercus shumardii</i>.
687167	689862	is slightly more mesic.
686121	687619	
687228	687730	
688694	683369	is only reported from the southeastern U.S.
688788	688976	a mixed equivalent with <i>Liquidambar styraciflua</i>.
686708	688976	is a related late-successional type with hardwoods in the canopy.
683821	687042	is similar, but stands are dominated by <i>Nyssa biflora</i>.
685484	683440	are non-tidal wetland communities dominated by <i>Schoenoplectus californicus</i>.
685400	689399	the more acidic Piedmont equivalent.
684506	689399	
689399	685400	the basic Piedmont equivalent.
688945	687533	
689342	687533	
685991	684421	similar with a more northerly range.
683335	684421	less mesic and less nutrient-rich.
688599	684421	a non-basic type with an overlapping range.
686918	684421	is a non-basic type with an overlapping range.
689804	689392	
684545	689392	
683434	689392	
684504	686626	from farther north in the Upper East Gulf Coastal Plain, with less evergreen shrub dominance.
683747	688460	
684626	683815	
687190	689625	
683497	689625	
685094	683724	over gabbroic Iredell soils in the Georgia Piedmont.
689254	685027	of intermediate coarser-textured soils.
686586	685027	natural, more mixed stands along the northern range limit of <i>Pinus palustris</i> in Georgia.
689092	684134	is found on mafic rock in upper Piedmont of GA.
689217	685741	
686008	689839	of the East Gulf Coastal Plain.
684630	684944	of rich granite in the upper Piedmont, with <i>Juniperus</i>.
686973	688949	occurs at lower elevations on mafic and granitic substrates of the western Piedmont and lower Blue Ridge.
687049	689384	related vegetation occurring on calcareous substrates at low elevations in the Ridge and Valley province of Virginia and Maryland.
687229	688757	higher diversity, more fertile soils, and a significant component of <i>Carya</i>.
687537	686143	
683786	687809	is a <i>Pinus virginiana</i>-dominated shale woodland with very sparse understory and herb layers, and dense colonies of <i>Cladonia</i> spp. on the soil surface; one of the most barren of shale communities.
684450	688917	is more open, wooded herbaceous vegetation of middle elevations on the Northern Blue Ridge.
684945	683560	occurs on high-elevation greenstone outcrops on the northern VA Blue Ridge.
689370	685980	
685980	689370	is another shrub bog of Ecoregion 43.
684693	684483	related type occurs more in seepage and is more acid and peaty, with more <i>Oxydendrum arboreum, Photinia pyrifolia, Morella caroliniensis, Vaccinium fuscatum, Viburnum nudum var. nudum, Mitchella repens, Sphagnum</i> spp.
687174	685601	similar in canopy composition but from the Coastal Plain of Georgia.
683191	687321	
687042	683672	is similar but is clearly tidal.
685547	684969	is a related type from the central states dominated by a different nominal <i>Salix</i> species.
686840	689283	is a related, primarily deciduous type of the Ridge and Valley and parts of the Southern Blue Ridge adjacent to the Ridge and Valley.
688812	688681	of the West Gulf Coastal Plain.
686328	687282	occurs in upland depressions and intermounds in flatwoods dominated often monospecifically by <i>Quercus phellos</i>.
685091	684626	
685091	684627	
684047	684921	related type known only from adjacent Florida and apparently drier.
684542	684921	is more xeric.
684110	688175	of the Florida peninsula.
685814	686469	occurs farther south.
686883	685430	
688215	683624	
683724	685094	a closely related and potentially overlapping association.
688205	687838	
684542	687536	
689778	687579	has floristic and environmental similarities; the major difference is the dominant overstory species.
689584	687938	shares some common species, but has a wider distribution, is generally located in ravines and along slopes at lower elevations.
687579	684331	
684146	689444	This type occurs in the north-central Midwest.
688446	683972	
687705	686525	is the more northern equivalent of this type.
683906	685460	may represent the woodland phases of the dry-mesic barren.
689322	683172	is found only in the tallgrass region.
684248	689943	Northern Oak Barrens are closely related. Both have canopies of 10-30%, but Openings are found on loamier soils and dominated by <i>Quercus macrocarpa</i> and/or <i>Quercus alba</i> (occasionally codominated by <i>Quercus velutina</i>) whereas barrens are found on highly sandy soils and are dominated by <i>Quercus velutina</i> or <i>Quercus ellipsoidalis</i>. Many understory species are shared in common. Understory species that are either unique to or more common in barrens are those that compete well only in acidic, low-nutrient, sandy soils or those that compete well only under very high moisture stress levels (which tend to be higher in barrens than in openings). Species with both high light and high pH or nutrient requirements are found only in Openings.
685590	685227	
689945	685590	
689805	687481	
687137	687721	
686391	684286	
686468	690090	
685766	690090	occurs more on more steep, rocky slopes, lacks the mesic graminoids.
684187	688021	
684161	683312	
683996	687325	
683744	688202	
684579	684580	
686041	686296	
686243	686296	
683467	685296	
688067	686243	
686371	683787	
689426	685761	
686371	687511	
684819	686319	
689426	686371	
686373	686656	This woodland type also occurs on shale in western South Dakota.
689322	687266	is a similar woodland type.
689001	684092	
686354	689306	
686354	685181	
685181	686599	From the Black Hills, the shrub layer of this association is dominated by <i>Prunus virginiana</i> and can often have <i>Amelanchier alnifolia</i> and <i>Symphoricarpos</i> spp.
688969	688041	
688041	686354	
688969	683284	
688969	689855	
686354	686164	
686354	688969	
688969	689613	
688969	689004	
684172	689004	
684357	689004	
683094	684655	may be related as a human-caused disturbance type, but further investigation is needed.
684443	689876	related in terms of habitat; floristically distinct.
687589	689876	
689001	683572	
683094	685753	may be a successional stage of this type.
684497	687620	as described by Hansen and Hoffman (1988) and Hansen et al. (1984) appears to be the most similar plant community. It occurs in similar habitats and has a very similar understory, but lacks the canopy of <i>Pseudotsuga menziesii</i> and <i>Pinus ponderosa</i>.
687065	959283	
685334	687449	
684940	685620	
690097	683163	
684187	685228	
688173	688333	
688997	686468	is a pine-dominated woodland described by Pfister et al. (1977) and Cooper and Pfister (1984) from southeast Montana.
684286	959226	
685909	959226	
686371	684187	
687971	685892	
685157	684843	
685500	683555	
687988	686648	
687371	687988	
689644	684395	
686098	689247	
685654	688330	
683130	685994	differs in having shrub layer dominated by this subspecies of big sagebrush.
684499	689115	Stands of both associations (plus CEGL001096) have tall-shrub layers in which <i>Crataegus douglasii</i> and <i>Amelanchier alnifolia</i> may be major species; medium-height shrub layers with substantial amounts of <i>Prunus virginiana, Rosa</i> spp., and (in most stands) <i>Symphoricarpos albus</i>; and herbaceous understories with the exotic <i>Poa pratensis</i> as a major species. CEGL001093 differs in that stands of this type have <i>Crataegus succulenta</i> as a dominant or codominant species in the tall-shrub layer; <i>Symphoricarpos occidentalis</i> as a major species in the medium-height shrub layer and <i>Ribes</i> spp. in that layer; and (often) <i>Carex sprengelii</i> as a major understory species (Daubenmire 1970) .
686722	687862	
688055	683551	
688662	683551	
687768	684537	
683864	685547	
685547	689531	This type may be essentially the same, or this type is a later successional stage.
687142	683236	
686566	686091	
688508	685311	
690032	685647	is similar to clayey bottomland and alluvial flats stands of this association.
683464	689959	
689959	684682	
683464	685572	
687332	686499	
683464	687332	
683199	688933	
686888	686887	
687371	686888	
687021	684720	
686888	685882	
684720	688938	
683928	689123	
684181	689008	
683747	688186	
684371	688186	
684587	685182	
687045	683060	in the Ouachitas and Boston Mountains, with an oak component.
685183	683060	
685179	684130	
684613	683073	dry limestone/dolomite prairie in Illinois.
686638	686187	
689478	686187	
683458	687248	
686955	683811	
685117	683812	
687627	684412	
686866	684412	
689385	684412	
689083	684412	unglaciated upland beech-maple.
688618	686803	
687247	683246	
683252	683253	lacks bald-cypress as a significant contributor to canopy dominance.
689198	683873	is found in the floodplains of larger rivers.
688421	687957	Distinctions need to be resolved.
687255	688934	is wetter and possibly less diverse, with some range overlap.
685233	687510	
683972	685212	
686588	684378	has similar habitat requirements but lacks pecan as a significant contributor to canopy dominance.
688432	687791	former stands of this type that have been logged can appear similar.
687455	687791	
683554	684873	former stands that have been logged can appear similar. <i>Pinus</i> spp. forests that have been logged often come back as <i>Pinus banksiana</i> communities, and this can include those with very open physiognomies. These anthropogenic communities have a high proportion of exotics and weedy species in their understory.
686798	688759	
689099	687584	
686888	687371	
687371	685579	
683464	684058	
687371	684999	
687371	687652	
684414	688381	
687120	686124	may be a subtype of this community whose character is maintained by winter grazing.
688043	688997	is a drier type.
688997	688043	
689497	689897	
684484	686585	
689929	689809	
687569	687417	
684272	687417	occupies soils with more salts.
686253	688561	similar vegetation and environmental conditions except codominated by <i>Aristida purpurea var. longiseta</i>.
683820	686264	
686098	683130	
686253	684238	
689598	684853	
684905	688824	stands are dominated or codominated by <i>Pascopyrum smithii</i>, but <i>Eleocharis acicularis</i> is absent and <i>Hordeum jubatum</i> is a major species. Stands occur in playas where the subsoils contain higher concentrations of sodium (Paris and Paris 1974, Bergman and Marcus 1976). Holpp (1977) described vegetation from 10 playas in Campbell County, Wyoming, that seems very similar to the playas containing this association. His stands generally were dominated by <i>Pascopyrum smithii</i> and contained some wetland species (<i>Juncus balticus, Alopecurus carolinianus</i>), but they showed no consistency in species composition and none contained <i>Eleocharis acicularis</i>.
683381	686562	
689936	685402	
683381	685585	rhizomatous wheatgrasses (<i>Pascopyrum smithii</i> or <i>Elymus lanceolatus</i>) are subdominant or codominant and clearly contribute more cover than does <i>Poa secunda</i>.
687703	689338	occurs in the southwestern Plains.
689338	688562	
689338	687053	
688367	687052	
689599	683436	occurs in New Mexico but differs in that it is more species-rich and generally not so heavily dominated by <i>Hesperostipa neomexicana</i>.
685572	689302	
688408	689302	rare grassland endemic to Grand Canyon National Park.
683464	689262	
685307	686786	
685307	687786	
685307	685306	
683464	689755	
684827	685544	
688226	685626	
690099	686154	
684210	690099	
683374	684755	
684205	686060	
684132	683565	stands are dominated by <i>Schoenoplectus americanus</i> instead of <i>Schoenoplectus pungens</i>.
685802	685069	
688265	685129	
688265	688149	
685129	688265	
683953	685934	
689587	688246	
688132	685070	Prairie pothole type.
684307	686729	
685692	686729	more northern and with <i>Celtis occidentalis</i> rather than <i>Celtis laevigata</i>.
685664	688809	is a forest with a similar name, but not overlapping in range.
688205	684248	
684146	684248	oak savanna form.
867662	860227	Long-rotation plantations or woody restoration plantings with an irregular structure and a largely spontaneous ground layer may initially be similar in their early stages of development, especially if planted in rows and the understory is strongly manipulated.
860235	860221	
684248	686363	Wet-mesic Prairie shares a surprising number of understory species that reach peak abundance in both communities (Packard 1993, Pruka 1994). These understory species (e.g., <i>Dodecatheon meadia, Galium boreale, Hypoxis hirsuta, Lathyrus venosus, Silene stellata</i>) appear to require both high direct sunlight levels and low moisture stress conditions. Thus they are found both in open prairies that are wet enough to meet their transpiration needs and in openings that are open-canopied enough to meet their light needs but closed-canopied enough to reduce transpiration stress and allow them to compete on drier soils (Pruka 1994, Bray 1958).
687044	688782	
687703	685839	
684716	686547	occurs in Great Plains, but is codominated by <i>Schoenoplectus</i> spp.
687044	688989	
683712	687087	
688291	687090	This type contains virtually no vegetation.
686314	688254	
686756	689579	
689251	689579	
687746	687627	is a red oak-white oak-maple type; generally more mesic or more maple-dominated.
689385	687837	
689579	687837	
683872	687837	
687556	684599	
685933	685491	
685491	685933	
686516	686441	
689852	687521	lacks southern red oak as a dominant canopy species and occupies a broader range of habitats.
689549	685855	is more westerly in distribution (TNC Ecoregions 32 and 37).
685462	689549	
683810	687210	
686516	687210	
689852	687210	lacks southern red oak as a dominant canopy species and occupies a broader range of habitats.
686418	689287	
688740	689772	is described from the Edwards Plateau and adjacent areas in Texas.
686814	683303	
689385	688242	
686134	688242	of more northerly distribution, on slightly more elevated terraces.
685847	689285	overlaps geographically.
686187	686638	
687468	689773	occurs along the temporarily flooded banks of streams and rivers.
683917	683447	
683575	685124	
685792	687013	a similar type also of Oklahoma.
687188	683851	
688796	686190	
686190	688796	is somewhat drier, but grades into this type.
683879	686868	the shrub prairie-transition fen equivalent.
685066	689453	
688618	689453	
687410	688291	This badlands sparse vegetation type contains some of the same species.
683851	687188	
689921	689931	occurs on Alfisols of the Fayette Prairie and the Coastal Prairie.
685150	684155	
685496	684888	
688071	685966	
688165	685966	more central midwestern dry-mesic prairie.
685095	686388	
689691	683280	
685728	687224	
689818	687407	
683733	687407	
687047	684937	a more species-diverse association.
685511	688803	
689392	688802	
685511	689818	
688446	689359	are Ozark Limestone Glades.
687693	688756	This types is typically dominated by coarse sedges, but occasionally by <i>Carex stricta</i>.
688796	688756	
690011	687693	
684205	687312	
684514	684587	
687037	687546	is the northern prairie-forest border equivalent.
683206	686049	a more strongly saline wet meadow type.
688431	684593	cliffs composed of sedimentary rocks.
685146	684593	
689795	687950	
688224	685775	has overlap with very open examples of CEGL004672.
686634	685775	the Midwest dry or open limestone/dolostone cliff type.
686789	686634	
683770	686634	
689758	686634	
688631	689758	
684445	685684	Vegetation on these two types may be similar enough to warrant combining them, but this type is found primarily at high elevations whereas the buttes are at low elevations.
685773	689759	
689759	686372	
689091	686291	
683176	686291	This has more of a prairie flora.
683202	683357	
685966	688165	
686220	689638	
689364	685457	
686868	683879	This is the graminoid prairie-transition fen.
686006	686226	
689758	688631	This is a forb-dominated algific talus slope that can occur in conjunction with maderate cliffs.
688719	688932	is distinguished from this community by differences in land-use history; CEGL002591 exists in flat to moderately sloping land that was heavily plowed in the recent past (10-60 years), whereas this community is generally a product of less disturbed soils and more historic disturbance by fire or logging without plowing.
687179	688684	
683932	686389	
688095	688522	
684106	687050	
683933	687933	is associated with less stable fluvial surfaces, in warmer drier settings that are out of forested areas. It also occurs on rockier gravelly soils compared to sites supporting <i>Symphoricarpos albus</i> and is not particularly forb-rich. Flood regimes are more intermittent streams.
686499	687532	
686263	689641	
687245	687801	
688724	687637	of coastal Alaska, lacks Rocky Mountain species and has coastal species, notably <i>Picea sitchensis</i>.
688597	684289	
684542	688597	often the local matrix in which this type is embedded.
689843	688272	differentiated by the presence of scrub oaks.
684269	685092	
684287	687165	wiregrass type of the same geographic area.
684287	688578	
684287	690000	fire-suppressed sandhill of the region.
685509	687268	also ranked GM with conceptual overlap in the West Gulf Coastal Plain.
683488	688957	
684944	684450	
684630	689960	
683229	683530	
685025	687902	a synonym or a deciduous variant.
685990	685712	the basic rocky type.
685712	687110	the basic hardpan type.
686817	685930	differs in underlying geology (granite vs. diabase).
688278	686037	a related forest.
684266	688533	
689924	688533	
684266	687556	
687931	689739	is another red oak type, but is generally north of the prairie-forest border in Province 212.
687237	690025	Although this is a spruce-fir-aspen type, and its moistest end, the ground layer can resemble this type.
684967	688375	
688376	688375	
683710	688376	
683742	688376	
683742	683898	
686899	686125	
684364	686125	
683548	686125	This may be the more open, scattered tree version of this type.
683569	685894	is the more open oak barrens type (including woodland physiognomy).
686852	683539	is a low-shrub shore fen.
689882	683283	boreal rich shrub fen.
689327	683283	is a boreal rich fen type with <i>Thuja occidentalis</i> present.
685750	684126	is the sandstone acidic bedrock shoreline equivalent.
684760	688837	
686729	686814	may be more typical of large rivers and streams.
686588	686814	
684873	687680	
684348	684610	is less diverse and earlier successional.
689283	683609	of the Piedmont, Interior Low Plateau, upper Coastal Plains.
684404	685825	
686877	685780	
686107	683175	
685109	685112	
684491	683896	with <i>Nyssa ogeche</i> instead of <i>Nyssa biflora</i>, generally less diverse.
689903	683488	acid swamp of the same region without emergent canopy of pines.
688441	685963	
683948	685342	of the Florida peninsular coast.
686350	686416	is the southern analog of this association.
688809	684439	is a <i>Salix nigra</i>-dominated community.
689006	686200	
685207	690007	
684954	687669	
683960	684157	of "The Glades," Virginia (which may be moved to "shrub herbaceous").
686195	686210	
688411	686210	
686832	687365	of the Central Appalachians.
688372	686453	
684437	683888	coastal grasslands of southwestern Florida.
685749	687666	
686431	685425	of Mississippi.
685999	686209	"Keiffer Prairie" also occurs on calcareous clays; however, it does not occur on alluvial deposits on the former Red River floodplain but on the Cook Mountain Formation of the Claiborne Group in Winn, Sabine and Natchitoches parishes.
686917	684424	
687062	685395	
687658	689016	
686706	687502	
688582	687792	of Florida.
687792	688857	often occurs in close association.
685827	685225	of lake margins in the same region.
683125	688051	primarily of the Atlantic Coastal Plain is also attributed to the East Gulf Coastal Plain; it may represent a regional or zonal variant.
685261	688374	
686027	685879	is sandier and wetter.
684457	688638	
689006	689523	
688336	683587	the herbaceous bog type.
685389	683973	
685272	683291	
689804	683291	
689365	683265	
683192	686839	
689496	684204	
689295	689364	occurs along the Atlantic coast.
687092	687600	
689093	686150	
688577	686149	similar habitat with a more northerly range along the mid and northern Atlantic coasts.
688175	684110	of the Florida panhandle.
688910	687234	
689504	720934	
689504	686766	
689504	687891	wet sites in the lower Piedmont.
730957	686514	is the most similar association, occurring in similar depressions in the Piedmont, but contains <i>Nyssa biflora</i> and other plants of Coastal Plain affinities.
730957	686476	is another closely related association of Piedmont depressions, but contains more plants of Coastal Plain affinities and is more strongly shrub- and vine-dominated.
730957	686555	is an association of similar settings in the Blue Ridge.
687355	686600	on Cumberland Plateau sandstone.
683747	684636	
683903	684075	may overlap somewhat and co-occur in some areas; lacks shade-intolerant species such as <i>Rhynchospora capitellata</i>.
685179	688261	
684130	688261	
685180	685025	of Virginia, a related woodland.
686453	689092	pine-oak-dominated; related but less extreme and more densely vegetated communities of the Piedmont.
688936	688845	a sandhill seep.
683281	686532	is another mudflat community.
683672	685099	is dominated by a mixture of three trees, rather than simply dominated by <i>Nyssa aquatica</i>.
689910	684031	
689931	685868	
689420	689422	
685202	688424	is the related felsic or acidic type.
689230	689231	of moist interdune swales over gypsum sand in Trans-Pecos Texas.
688813	685939	a shallow pond or pond margin in the same region.
685939	687999	
683125	687999	of the West Gulf Coastal Plain.
684190	688572	
686570	689941	
689772	688740	is described from the Coastal Prairie region of Texas.
684618	688610	
687254	690076	
687404	683768	
687663	685925	
684167	687105	
686704	685039	
686084	688159	
689790	689175	of Interior Low Plateau Kentucky.
689790	686061	of central Tennessee.
684585	685115	
686431	688454	of Louisiana.
684483	684693	related type occurs more along small stream bottoms, and has more <i>Carpinus caroliniana, Itea virginica, Decumaria barbara, Athyrium filix-femina, Chasmanthium laxum, Chasmanthium sessiliflorum, Elephantopus carolinianus, Thelypteris noveboracensis</i>.
684545	683434	
685169	686267	clearly related.
686674	683274	of the Arbuckle Mountains of Oklahoma.
686374	688480	
683447	685469	
685124	683575	
687062	685814	
688856	688640	woodland form, with a circumscribed narrower range.
690066	687780	occurs eastward in the South Atlantic Coastal Plain.
688403	690084	
684684	684266	
688533	684684	
686866	685222	
686814	689083	in the eastern part of its range on the mesic side.
687746	687931	is a red oak-white oak-maple type; generally more mesic or more maple-dominated.
684730	688482	is perhaps a more xeric type.
686512	684730	is a broadly defined type for the Appalachian Plateau and Interior Low Plateau.
689285	685467	
685847	685467	overlaps geographically.
689089	688421	is a red maple swamp forest which has very little <i>Larix laricina</i>.
687323	689188	
689188	687323	
683932	687323	
683622	687323	contains substantial hemlock.
689188	688095	
687168	688095	These are more northern stands.
683798	684806	occurs in a similar flatwoods environmental setting but is characterized by <i>Quercus palustris</i> and <i>Quercus macrocarpa</i> in addition to other oaks not found in this association.
684115	687777	wet-mesic type on sand.
683363	684668	
684789	686048	
686190	687173	is a tall shrub fen.
687038	684789	tall-shrub equivalent
686048	684789	is the circumneutral tall-shrub fen/bog.
684612	689666	This is very closely related, but is more shrubby.
684140	690038	
689752	688169	
683176	685173	This has more of a prairie flora, but also contains a high number of exotics.
686982	684364	
685205	689103	
690040	688452	
683112	688452	is a rich graminoid shore fen in the Great Lakes, and may not typically have <i>Carex lasiocarpa</i>.
687188	683554	
688432	683554	can be difficult to separate. These two communities can grade into one another in Wisconsin, and they share many species. The main diagnostic feature is that CEGL005124 has understory species more typical of northern forests and has few prairie species.
683747	685635	
688172	690029	
686070	690029	This is an alkaline cobble-gravel shore.
685467	687841	contains beech and extends into central Indiana and western Ohio.
689270	689342	
687224	684813	This is a central wet sand prairie type. Floristic distinctions are not clear.
689942	686305	
688235	686857	
688431	686857	
683770	686857	
686768	684756	
689376	690045	
690045	683177	
684756	689835	is found along Great Lakes shorelines.
685773	686802	
689883	686802	basalt is somewhat alkaline.
686802	685750	
686253	685281	central Great Plains type.
686836	686852	
683112	683412	
683412	683112	
683631	683741	
687693	686204	This is the fen equivalent of the sedge meadow type.
685970	687154	
684364	683348	found in more sub-boreal region of Minnesota and Ontario.
689884	683257	
686802	688172	
688431	685970	
689884	686955	
684612	688617	This is a more northern graminoid bog type, more acidic.
683283	686836	
686455	686623	is found in the Baraboo Hills on a similar rock type.
683539	689513	
688617	689513	
689666	686954	
688617	686954	This is the ericaceous shrub bog version.
686925	686954	open leatherleaf bogs with less than 10% tree cover.
683593	687670	with <i>Tiquilia latior</i> as nominal species.
688456	683188	
685030	688511	
686106	685169	
689502	685169	
685507	688339	
685813	687513	
688727	686704	
685731	689731	
686338	686466	represented by more northern species.
686125	689532	
684133	685320	the prevalent northern hardwoods forest in the Alleghany Plateau and Allegheny Mountain regions.
686109	688343	
685271	683617	of somewhat sheltered, often very rocky slopes.
687578	683281	
687600	683124	
685094	687145	is a closely related type defined for the Chesapeake ecoregion; this accommodates the Ecoregion 58 range formerly accommodated here.
689868	685636	enriched floodplain forest of major rivers in inland northern New England.
689957	684410	
683904	686266	
689218	685747	occupies more mesic boulderfields and has a number of typical Southern Appalachian species such as <i>Ribes glandulosum, Tilia americana var. heterophylla, Rubus canadensis, Vaccinium erythrocarpum, Eurybia chlorolepis</i>, and <i>Cardamine clematitis</i>.
689277	687049	
689577	689885	
686026	684082	
685179	689963	
689799	685137	also occurs on Magazine Mountain, Arkansas, but is less directly influenced by the effects of wind and ice, and is correspondingly being dwarfed in stature.
690076	683678	
688590	688303	
688224	687829	
687843	687875	develops in the absence of fire.
687275	685578	an apparently related type of the Atlantic Coastal Plain.
683932	688921	
689909	684588	more inland (ECO40), presumably drier, with more <i>Quercus phellos</i>.
687981	684324	is another acidic, mesic type from the same geographic area.
683841	685489	of the Interior Low Plateau.
689702	685489	
687751	685489	of the Interior Low Plateau.
684545	689447	
686710	687505	
688892	687297	is distributed farther to the north.
683521	684054	
683280	687493	occurs eastward within a pine and pine-hardwood vegetation matrix, largely outside the local range of <i>Helianthus maximiliani</i>, and typically lacking in heavy cover of tall grasses.
684319	687526	subxeric type of the region.
687886	684779	of the West Gulf Coastal Plain.
683530	687343	
687343	683229	an herbaceous-dominated sandhill, typically lacking an overstory component.
684269	683229	
689973	687199	may grade into this type in floodplains of southern Arkansas.
683778	688138	
686297	684119	is less diverse and associated with larger rivers in the Cumberland Plateau of Alabama.
689899	689612	
686420	686721	central Texas "muck" bog.
689188	684082	
688921	687776	
689899	689039	
686944	684829	
685148	684125	
689577	687398	
686132	688606	
684398	683445	
685272	688727	
687881	688727	
683188	686709	
687668	686338	
686466	686338	southern species present, plus canopy with <i>Betula nigra</i>.
683137	688211	distinguished by coastal plain indicators.
684571	684553	lacks boreal and coastal plain indicators.
689957	688268	
683857	688403	
688103	688403	
683609	685991	a more mesic type with range overlap in the southern Piedmont.
688103	686944	
685675	687748	
687229	683871	is the Southern Appalachian analogue, with a similar environmental setting and composition, but containing a component of distinctly Southern Appalachian species such as <i>Galax urceolata, Rhododendron calendulaceum, Vaccinium erythrocarpum, Vaccinium simulatum</i>.
688921	685035	
684832	685368	
687321	686512	oak-dominated.
688277	686512	
686143	687537	ranges from Maine to Virginia.
686552	688921	is more Southern Appalachian in distribution; lacks <i>Rhododendron catawbiense</i>.
689545	684450	
684450	689545	is a closely related woodland of the Southern Blue Ridge; the southernmost stands of CEGL003683 in Virginia are transitional to this.
686512	688277	is more mesic and has a higher component of <i>Rhododendron maximum</i> and relatively little <i>Kalmia latifolia</i>.
684643	684064	
683137	689133	Atlantic white-cedar bog with sparse <i>Chamaecyparis thyoides</i> over dense heath shrubs, especially <i>Chamaedaphne calyculata</i>.
685367	689421	
687037	687808	occurs more east
688339	689294	
686121	688128	
683281	687578	
688719	683939	
689133	683137	distinguished by dense <i>Rhododendron maximum</i> in shrub layer.
688827	683435	
689070	687008	typically has <i>Sphagnum</i> rather than <i>Cladopodiella</i> dominance, and less than 25% cover of vascular plants.
685486	683668	
689957	688675	
685540	690011	
685924	688799	
683677	687201	
689885	684832	
688827	685756	
685752	685030	
687008	685030	
685030	688461	
687450	688404	
686338	686841	
684918	685121	maritime hammocks of the southeast Florida coast.
684918	685193	occurs on Indian middens.
687982	685138	
685507	688204	
686708	687081	of the Ridge and Valley.
688788	685609	of the West Gulf Coastal Plain is more shrubby.
685335	688788	often occurs as inclusions within this association.
688932	687422	on more calcareous or circumneutral substrates.
687081	687941	applies to young, dense, monospecific, stands with plantation structure (rows of trees).
687507	687942	has more calciphilic and Florida species.
688985	684592	is a calcareous forest not dominated by <i>Fagus grandifolia</i>; it has a more restricted distribution and is a component of the Keiffer Prairie-forest complex occurring on outcrops of the Cook Mountain geologic formation in Louisiana.
684546	687981	this is the acidic equivalent in the adjacent ecoregion to the east.
683102	687981	is presumably the analogous West Gulf Coastal Plain type; possibly the most significant difference between the West Gulf Coastal Plain and East Gulf Coastal Plain types is the occurrence of <i>Hexastylis arifolia</i> which is not known from either Texas (Hatch et al. 1990) or western Louisiana (Thomas and Allen 1996).
687751	683841	apparently more acidic and in the Cumberlands.
684506	685135	
688299	683502	contains more than 50% <i>Quercus alba</i> in the canopy.
686545	685853	
686918	688599	
686545	688029	
689368	688029	is a more mesic forest.
683617	690048	
683502	690048	is drier and less diverse, and occurs at somewhat lower elevations.
684621	687868	of the Ridge and Valley.
685320	687715	less <i>Prunus serotina</i>, and prevalence of several key southern Appalachian species, e.g., <i>Aesculus flava, Eurybia chlorolepis (= Aster chlorolepis), Ageratina altissima var. roanensis, Carex lucorum var. austrolucorum, Prenanthes roanensis</i>, and <i>Eupatorium steelei</i>.
689678	683871	has greater than 20% shrub cover but with more than 50% of the shrub cover composed of deciduous species.
686841	684919	formerly attributed to ECO58.
688809	683975	occurs in the southeastern United States.
688242	686134	is found in the northern Upper East Gulf Coastal Plain, with more <i>Quercus pagoda</i>, on slightly lower terraces.
686134	687396	from the southern East Gulf Coastal Plain, related and overlapping in range; occurs at a lower, more flood prone level, clarify differences.
689938	686910	
687145	685094	of the Virginia Piedmont and more southerly areas, dominated by <i>Quercus phellos</i>.
685455	688465	a more widespread type.
689126	688101	cypress dome of the region.
684982	683580	is a pond-cypress forest type containing many of the same species; however, it occurs in peaty depressions not associated with streams or creeks.
683549	689588	
687508	689630	
685842	686285	occurs on richer soils derived from shell hash.
689714	683247	is confined to streamheads and occurs on sticky clay soils with no peat accumulation and with typically little <i>Sphagnum</i> cover.
688336	688892	a more naturally wooded type, often downslope.
687045	685179	a related mixed forest.
687661	687787	
688494	687382	is a fire-infrequent xeric sandhill of the same region.
688976	690075	with greater dominance by <i>Liriodendron</i>.
689973	683682	significant component of <i>Pinus taeda</i>.
