Area	Area_Name	Grid_Value	Comb_Value	NVCMES	EVT_Value	Class_Name	Description
1	CONUS	68	68	01.C.2.D008M012E068	4103	East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland - Hardwood Modifier	"This is the former matrix hardwood system of the most northern portions of the Upper East Gulf Coastal Plain of western Tennessee, western Kentucky, southern Illinois, and northern Mississippi. Extensive forests once covered this broad area of generally flat to rolling uplands. Most have been cleared for agriculture due to the rich, productive soils derived from relatively thick loess deposits. The areal extent of this forested system has been so heavily reduced, that the component community types remain undocumented and speculative at best.

Variation:  Hardwood - The native expression of this system dominated by oaks (white, Southern red, post, blackjack), some pines (shortleaf, loblolly) may be present.

Other Variation(s):  Juniper."
1	CONUS	69	69	01.C.2.D008M012E069	4105	East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland - Juniper Modifier	"This is the former matrix hardwood system of the most northern portions of the Upper East Gulf Coastal Plain of western Tennessee, western Kentucky, southern Illinois, and northern Mississippi. Extensive forests once covered this broad area of generally flat to rolling uplands. Most have been cleared for agriculture due to the rich, productive soils derived from relatively thick loess deposits. The areal extent of this forested system has been so heavily reduced, that the component community types remain undocumented and speculative at best.

Variation: Juniper - Successional sites with juniper or pines (loblolly, shortleaf) strongly dominating.

Other Variation(s):  Hardwood."
1	CONUS	70	70	01.C.2.D008M012E070	4140	East-Central Texas Plains Post Oak Savanna and Woodland	"This system is primarily found within eastern Texas, lying in a broad band west of the Upper West Gulf Coastal Plain and Gulf Coast Prairies and Marshes ecoregions, ranging from Live Oak and Atascosa counties in the south and trending in a northeasterly band to the Red River along the Oklahoma-Texas border. It exhibits some floristic and physiognomic variation across this northeast-southwest gradient. Its range is roughly co-incident with (parts of) the ""East Central Texas Plains"" (Level III Ecoregion 33) of EPA (Griffith et al. 2004). It is distinguished from the surrounding prairie by the higher density of trees and diversity of woody species. The system differs from the floristically similar ~Crosstimbers Oak Forest and Woodland (CES205.682)$$ in that it generally occurs on Tertiary (primarily Eocene) geologic formations on the East-Central Texas Plains, while the related Crosstimbers ecological system occupies Cretaceous and older formations of the interior plains (EPA Level III Ecoregion 29). Floristically, Post Oak Savanna (at least north of the Colorado River) contains species of more eastern affinities such as beautyberry, sassafras, flowering dogwood, farkleberry, winged elm, and particularly yaupon, the latter species being absent from ~Crosstimbers Oak Forest and Woodland (CES205.682)$$. Post Oak Savanna generally occurs on sandy or loamy soils, often underlain by a claypan subsoil. Rainfall ranges from about 120 cm in the northeastern part of the range to about 70 cm in the southwest, where it becomes increasingly erratic. Therefore moisture is often limiting during part of the growing season. The system was historically characterized as having significant areas of graminoid cover with species composition resembling that of nearby prairie systems, punctuated by short, stunted woodlands and forests dominated by post oak and blackjack oak. Other species, such as black hickory, bluejack oak (on more xeric sites), plateau live oak, winged elm, eastern red-cedar, and honey mesquite, can also be present. In some sites, particularly in the south, plateau live oak may codominate the woodlands. Shrubs may attain significant cover in the understory, with species including yaupon (often dominant), beautyberry, farkleberry, gum bumelia, possum-haw, eastern poison-ivy, and coralberry. Where light penetration allows the development of an herbaceous understory or in areas with reduced woody canopy, the understory contains species typical of the surrounding prairies, in particular little bluestem, but also including big bluestem, silver beardgrass, brownseed crowngrass (to the south), yellow Indiangrass, and sand dropseed. Drought, grazing, and fire are the primary natural processes that affect this system. Much of this system has been impacted by conversion to improved pasture or crop production. Overgrazing and fire suppression have led to increased woody cover on most extant occurrences and the invasion of some areas by problematic brush species such as eastern red-cedar and honey mesquite in the southern part of the system's range. These factors have also led to decreases in native grass cover allowing for annual grasses and forbs to invade."
1	CONUS	71	71	01.C.2.D008M012E071	4151	Lower Mississippi River Dune Woodland and Forest	"This system represents the vegetation of sand dunes and related eolian features of the lower Mississippi River Alluvial Valley in Missouri and Arkansas. These Pleistocene dunes were overlooked or unrecognized until the late 1970s (Saucier 1978). This fact coupled with long periods of weathering and human disturbance, as well as proximity to a terrace mapped as ""prairie"" in General Land Office records, has led to considerable confusion regarding this type (T. Foti pers. comm.). These dunes are west of Crowley's Ridge and near the Black and White rivers, above the normal flood level of the Mississippi. Examples in Missouri occur amidst a series of low-lying, anastomosing channels that have helped to protect them from extensive alteration more typical in Arkansas where the uplands have been largely cleared. The uppermost portions of the dunes support a xeric community similar to sandhills of the West Gulf Coastal Plain (WGCP), but are outside the natural range of bluejack oak, a diagnostic species typical of the WGCP examples. Instead the dunes support very open post oak woodlands with little bluestem and abundant lichen cover (presumably cup lichen spp.), along with pricklypear sp. Less edaphically extreme slopes support more closed-canopied forests in which post oak is still important, along with southern red oak and possibly other species. In many instances, distinctive wetlands imbedded within this system are also present (~Lower Mississippi River Dune Pond (CES203.189)$$). Called ""sand ponds"" in Arkansas, these depressions have silty bottoms and perched water tables. The margin of these ponds are rimmed by willow oak and have overcup oak (Heineke 1987)."
1	CONUS	72	72	01.C.2.D008M012E072	4139	Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest	"This system of dry-mesic upland forests occurs most extensively on west-facing loess slopes on southern Crowley's Ridge, with more limited occurrences on northern Crowley's Ridge and in the erosional slopes and hills that bound the Grand Prairie terrace of Arkansas and Macon Ridge in Louisiana and Arkansas. The vegetation is very distinctive from that of the adjacent alluvial plain, and the sites themselves, which occur on distinct slopes that rise above the alluvial plain surface, also contrast sharply with it. Occurrences of this system generally comprise dry-mesic forests that occupy west-facing slopes and narrow, ""finger"" ridgetops in a highly dissected landscape. In many cases, these slopes provide habitat for plant species that are uncommon in other parts of the alluvial plain. Forests on the ridgetops are dominated by white oak, northern red oak (Crowley's Ridge only), southern red oak, cherrybark oak, post oak, black hickory, Shumard oak, and black oak."
1	CONUS	73	73	01.C.2.D008M012E073	4121	North-Central Interior Dry Oak Forest and Woodland	"These forests and woodlands are found throughout the glaciated Midwest from eastern North Dakota to northern Missouri and western Ohio.  They are common and can occur within larger prairie landscapes or adjacent to oak savannas and richer oak forests.  Soils are well drained sand or sandy loam.  Trees form a moderately closed to closed canopy, with canopy closure increasing with time since fire.  Fire-resistant oak species, in particular black oak, bur oak, scarlet oak, and northern pin oak, dominate the overstory. The understory may include shrubs and/or a mixture of woodland and grassland species, including little bluestem, wavy hairgrass, and Pennsylvania sedge. Extreme drought, along with periodic ground and canopy fires maintain the more open canopy structure that supports oak regeneration.  It is found primarily within the ""corn belt"" of the United States, and remaining large areas of this system are likely under considerable pressure due to conversion to pastureland and urban development."
1	CONUS	74	74	01.C.2.D008M012E074	4120	North-Central Interior Dry-Mesic Oak Forest and Woodland	These oak forests and woodlands are found throughout the glaciated Midwest, typically in gently rolling landscapes. They can occur on uplands within a prairie landscape and near floodplains, or on rolling glacial moraines.  Forest cover can range from a dense to moderately open canopy and there is commonly a dense shrub layer.  Fire-resistant oak species, in particular bur oak, northern red oak, and/or white oak, dominate the overstory. Hickories, including shagbark hickory, bitternut hickory, and mockernut hickory, are important in portions of the range of this system. Depending on site location and overstory canopy density, the understory may include species such as American hazelnut, serviceberry, and a wide variety of wildflowers. Fire maintained the more open canopy structure that allowed oak regeneration necessary to sustain this forest.  Continued fire suppression has also resulted in succession to mesic hardwoods.  Extensive conversion for agriculture has fragmented this system.
1	CONUS	75	75	01.C.2.D008M012E075	4106	Northeastern Interior Dry Oak Forest - Mixed Modifier	"These oak-dominated forests are one of the matrix forest systems in the northeastern and north-central U.S.  Occurring in dry to dry-mesic settings, they grade from closed-canopy forests to patchy-canopy woodlands.  They cover large expanses at low to mid elevations, where the topography is flat to gently rolling, occasionally steep.  Soils are acidic and relatively infertile, but not strongly xeric.  Oak species characteristic of dry-mesic conditions (e.g., Quercus rubra, Quercus alba, Quercus velutina, and Quercus coccinea) and Carya spp. are dominant in mature stands.  Castanea dentata was a prominent tree before chestnut blight eradicated it as a canopy constituent.  Acer rubrum, Betula lenta, and Betula alleghaniensis may be common associates.  Especially on the drier and more acidic sites, heaths, including Kalmia latifolia, Gaylussacia baccata, and Vaccinium spp., may be important shrubs or dwarf-shrubs.  With a long history of human habitation, many of the forests are early- to mid-successional, where Pinus strobus, Pinus virginiana, or Liriodendron tulipifera may be dominant or codominant.  Within these forests, hillslope pockets with impeded drainage may support small isolated wetlands, including non-forested seeps or forested wetlands with Acer rubrum, Quercus bicolor, or Nyssa sylvatica characteristic.

Variation:  Mixed - Early to mid-successional examples of the dry oak forest with a co-dominance of pines (white, Virginia).  Pines co-dominate with native oaks.

Other Variation(s):  Virginia/Pitch Pine, Hardwood."
1	CONUS	76	76	01.C.2.D008M012E076	4304	Northeastern Interior Dry Oak Forest - Virginia/Pitch Pine Modifier	"These oak-dominated forests are one of the matrix forest systems in the northeastern and north-central U.S.  Occurring in dry to dry-mesic settings, they grade from closed-canopy forests to patchy-canopy woodlands.  They cover large expanses at low to mid elevations, where the topography is flat to gently rolling, occasionally steep.  Soils are acidic and relatively infertile, but not strongly xeric.  Oak species characteristic of dry-mesic conditions (e.g., Quercus rubra, Quercus alba, Quercus velutina, and Quercus coccinea) and Carya spp. are dominant in mature stands.  Castanea dentata was a prominent tree before chestnut blight eradicated it as a canopy constituent.  Acer rubrum, Betula lenta, and Betula alleghaniensis may be common associates.  Especially on the drier and more acidic sites, heaths, including Kalmia latifolia, Gaylussacia baccata, and Vaccinium spp., may be important shrubs or dwarf-shrubs.  With a long history of human habitation, many of the forests are early- to mid-successional, where Pinus strobus, Pinus virginiana, or Liriodendron tulipifera may be dominant or codominant.  Within these forests, hillslope pockets with impeded drainage may support small isolated wetlands, including non-forested seeps or forested wetlands with Acer rubrum, Quercus bicolor, or Nyssa sylvatica characteristic.

Variation:  Virginia/Pitch Pine - Areas strongly dominated by Virginia, white, or pitch pine due to disturbance.

Other Variation(s):  Mixed, Hardwood."
1	CONUS	77	77	01.C.2.D008M012E077	4104	Northeastern Interior Dry Oak Forest-Hardwood Modifier	"These oak-dominated forests are one of the matrix forest systems in the northeastern and north-central U.S.  Occurring in dry to dry-mesic settings, they grade from closed-canopy forests to patchy-canopy woodlands.  They cover large expanses at low to mid elevations, where the topography is flat to gently rolling, occasionally steep.  Soils are acidic and relatively infertile, but not strongly xeric.  Oak species characteristic of dry-mesic conditions (e.g., Quercus rubra, Quercus alba, Quercus velutina, and Quercus coccinea) and Carya spp. are dominant in mature stands.  Castanea dentata was a prominent tree before chestnut blight eradicated it as a canopy constituent.  Acer rubrum, Betula lenta, and Betula alleghaniensis may be common associates.  Especially on the drier and more acidic sites, heaths, including Kalmia latifolia, Gaylussacia baccata, and Vaccinium spp., may be important shrubs or dwarf-shrubs.  With a long history of human habitation, many of the forests are early- to mid-successional, where Pinus strobus, Pinus virginiana, or Liriodendron tulipifera may be dominant or codominant.  Within these forests, hillslope pockets with impeded drainage may support small isolated wetlands, including non-forested seeps or forested wetlands with Acer rubrum, Quercus bicolor, or Nyssa sylvatica characteristic.

Variation:  Hardwood - Oak (white, black, Northern red, scarlet) dominated mature stands.  

Other Variation(s):  Mixed, Virginia/Pitch Pine."
1	CONUS	78	78	01.C.2.D008M012E078	4114	Northeastern Interior Dry-Mesic Oak Forest	These oak-dominated, closed-canopy forests are one of the major forest systems in the temperate regions of the northeastern and north-central U.S.  They cover large expanses at low to mid elevations, where the topography is flat to gently rolling, occasionally steep. Soils are mostly acidic and relatively infertile. Oak species characteristic of moderately moist soils  (e.g., red oak, white oak, black oak, and scarlet oak) and hickory are dominant in mature stands.  Chestnut oak may be present but is generally less important than the other oak species. American chestnut was formerly a prominent tree. Red maple, black birch, and yellow birch may be common associates.  With a long history of human habitation, many of the forests are mid-successional, where white pine, Virginia pine, or tuliptree may be prominent; however, the appropriate oak or hickory species are present though at reduced abundance. Within these forests, hillslope pockets with impeded drainage may support small isolated wetlands, including non-forested seeps or forested wetlands with red maple, swamp white oak, or black gum characteristic.
1	CONUS	79	79	01.C.2.D008M012E079	4313	Northern Atlantic Coastal Plain Dry Hardwood Forest	This system is comprised of mostly dry hardwood forests largely dominated by oaks, ranging from sandy glacial and outwash deposits of Cape Cod and Long Island south through the coastal plain of Maryland and Virginia (to about the James River). They occur on acidic, sandy to gravelly soils with a thick duff layer. White oak, red oak, chestnut oak, and scarlet oak are typical, and American holly is sometimes present. From New Jersey north, conditions can grade to somewhat moist, reflected in the local abundance of beech. Sassafras, birch, aspen, and hazelnut are common associates in earlier-successional areas.   Heath shrubs are often extensive, and include mountain laurel, blueberry, and huckleberry.
1	CONUS	80	80	01.C.2.D008M012E080	4337	Northern Crowley's Ridge Sand Forest	This system of upland shortleaf pine - hardwood forests is confined to Crowley's Ridge on the western side of the Mississippi River. This vegetation is very distinctive from that of the adjacent alluvial plain, and the ridge itself also contrasts sharply with the adjacent alluvial plain. Crowley's Ridge is a remnant loess-capped feature rising from 30 m to over 60 m (100-200 feet) above the alluvial plain surface, to about 150 m (450 feet) above sea level. The base of the northern ridge is comprised of Tertiary substrates overlain by alluvial deposits and capped with generally thin layers of Pleistocene loess. The Pleistocene alluvial deposits are often sandy, and in a very limited area, there are outcrops of sandstone of uncertain origin. Forests on the ridgetops are dominated by shortleaf pine with varying amounts of white oak, northern red oak, southern red oak, post oak, black hickory, and black oak. Loess slopes and ravines are dominated by mesic or dry-mesic hardwood forests such as those of the southern ridge, but are of relatively limited extent.
1	CONUS	81	81	01.C.2.D008M012E081	4122	Ouachita Montane Oak Forest	This system represents hardwood forests of the highest elevations of the Ouachita, Rich, and Black Fork mountains of Arkansas and Oklahoma (about 790-850 m [2600-2800 feet]). Vegetation consists of either forests or open woodlands dominated by white oak or post oak. Canopy trees are often stunted due to the effects of ice, wind and cold conditions, in combination with fog, shallow soils over rock, and periodic severe drought. Some stands form almost impenetrable thickets.
1	CONUS	82	82	01.C.2.D008M012E082	4149	Ozark-Ouachita Dry Oak Woodland	This system occurs in the Ozark and Ouachita Highlands and far western portions of the Interior Low Plateau regions along gentle to steep slopes and over bluff escarpments with southerly to westerly aspects. Parent material can range from calcareous to acidic with very shallow, well- to excessively well-drained soils. This system was historically woodland in structure, composition, and process but now includes areas of more closed canopy. Oak species such as post oak, blackjack oak, and scarlet oak with an understory of grasses and shrubscharacterize this system. Drought stress is the major dynamic influencing and maintaining this system.
1	CONUS	83	83	01.C.2.D008M012E083	4115	Ozark-Ouachita Dry-Mesic Oak Forest	This system is found throughout the Ozark and Ouachita Highlands ranging to the western edge of the Interior Low Plateau. It is the matrix system of this region and occurs on dry-mesic to mesic, gentle to moderately steep slopes. Soils are typically moderately to well-drained and more fertile than those associated with oak woodlands. A closed canopy of northern red oak and white oak often associated with hickory species typifies this system. Sugar maple or southern sugar maple may occur on moister examples of this system. Wind, drought, lightning, and occasional fires can influence this system.
1	CONUS	84	84	01.C.2.D008M012E084	4125	Southern and Central Appalachian Oak Forest	This system consists of dry-mesic forests occurring on open  topography at lower to mid elevations in the Southern Blue Ridge and adjacnt areas, extending into the northeast only in southern Virginia.  This is the upland forest that characterizes much of the lower elevations of these areas. Substrates can range from acidic to circumneutral or basic, and the vegetation varies accordingly. Bedrock may be of any type. Soils are usually deep residual soils but are often rocky. Typically, the vegetation consists of forests dominated by oaks, especially chestnut oak, white oak, red oak, black oak, and scarlet oak, with varying amounts of  hickory, black gum, and red maple. Historically, chestnut was a dominant or codominant in many of these communities until its virtual elimination by the chestnut blight fungus during the early 1900s. Some areas (usually on drier sites) now have dense evergreen ericaceous shrub layers of mountain laurel, with great rhododendron on more mesic sites. Some other areas have deciduous heath layers of blueberry and/or huckleberry.  This system concept also includes many successional communities that have been impacted by logging or agriculture, such as types dominated by tuliptree, pine, and black locust. This system is naturally dominated by stable, uneven-aged forests, with canopy dynamics dominated by gap-phase regeneration. Most oaks are long-lived with typical age of mortality ranging from 200 to 400 years. Scarlet and black oaks are shorter lived with typical ages being approximately 50 to 100 years, while white oaks can live as long as 600 years.
1	CONUS	85	85	01.C.2.D008M012E085	4109	Southern and Central Appalachian Oak Forest - Xeric	This system consists of dry-mesic to dry oak forests occurring on open and exposed topography at lower to mid elevations in the Southern Blue Ridge, Southern Ridge and Valley, and Central Appalachians ecoregions.  Vegetation consists of forests dominated most typically by Quercus prinus, Quercus alba, Quercus rubra, and Quercus coccinea, with varying amounts of Carya spp., Acer rubrum, and other species.  This system concept also includes many successional communities that have been impacted by logging or agriculture such as types dominated by Liriodendron tulipifera, Pinus spp., and Robinia pseudoacacia.
1	CONUS	86	86	01.C.2.D008M012E086	4116	Southern Interior Low Plateau Dry-Mesic Oak Forest	This system of upland hardwood-dominated forests occurs in the Interior Low Plateau region of the southeastern United States along ridgetops and slopes of various aspects. The system includes essentially all upland hardwood stands of the region except for mesic hardwood forests (which are accommodated by ~South-Central Interior Mesophytic Forest (CES202.887)$$). The floristic expression of different stands included in this system varies considerably with aspect and soil type. Included here are a variety of associations ranging along a moisture gradient from submesic to drier ones. The submesic to dry-mesic expressions tend to be found on midslopes with northerly to easterly aspects, and the drier ones on southerly to westerly aspects and on broad ridges. Parent material can range from calcareous to acidic with very shallow, well- to excessively well-drained soils in the drier expressions and moderately well-drained soils in the submesic to dry-mesic ones. The canopy closure of this system ranges from closed to somewhat open in the drier examples. Historically, these examples may have been more open under conditions of more frequent fire.<br><br>A number of different oak species may dominate stands of this system, with hickory species also prominent. In the drier examples, chestnut oak is typical over most of the range, reflecting relations with other Appalachian systems to the east. In addition, post oak, blackjack oak, and scarlet oak will also share dominance or be prominent in many of the drier examples. Chinquapin oak and/or Shumard oak may appear in drier examples with high base status. White oak may also be present but not typically dominant. In the submesic to dry-mesic examples, white oak will typically exhibit dominance, possibly with black oak or southern red oak. The understories are typically shrub- and small tree-dominated, with the typical species varying with aspect, soil, and moisture relations.
1	CONUS	87	87	01.C.2.D008M012E087	4334	Southern Ridge and Valley Dry Calcareous Forest	This system includes dry to dry-mesic calcareous forests of the Southern Ridge and Valley, extending north into Virginia and adjacent West Virginia. It includes calcareous forests on lower escarpments of the Cumberland Plateau. Examples occur on a variety of landscape positions including ridgetops and upper and midslopes, but on deeper soils than glade systems of the same regions. High-quality and historic examples are typically dominated by combinations of oak and hickory species, sometimes with pine and/or red-cedar.  These forests are the matrix vegetation type under natural conditions. Fire frequency and intensity are factors determining the relative mixture of hardwood versus evergreen trees in this system. Much of this system is currently composed of successional forests that have arisen after repeated cutting, clearing, and cultivation of the original forests. The range of this system is primarily underlain by circumneutral substrates, which influence the vegetation composition.
1	CONUS	88	88	01.C.2.D008M012E088	4308	Southern Ridge and Valley Dry Calcareous Forest - Pine modifier	"This system includes dry to dry-mesic calcareous forests of the southern Ridge and Valley region of Alabama and Georgia. Examples occur on a variety of different landscape positions and occur on generally deeper soils than glade systems of the same regions. This system is distinguished from those further north in the Ridge and Valley because of its extreme southern location in the region, an area which is transitional to the ""Oak-Pine-Hickory"" region. High-quality and historic examples are typically dominated by combinations of Quercus species and Carya species, sometimes with Pinus species and/or Juniperus virginiana as a significant component in certain landscape positions and with particular successional histories. These forests occur in a variety of habitats and are the matrix vegetation type that covers most of the landscape under natural conditions. Examples can occur on a variety of topographic and landscape positions including ridgetops and upper and mid slopes. Fire frequency and intensity is a factor determining the relative mixture of deciduous hardwood versus evergreen trees in this system. Much of this system is currently composed of successional forests that have arisen after repeated cutting, clearing, and cultivation of the original forests. The range of this system is primarily composed of circumneutral substrates, and this exerts an expected influence on the composition of the vegetation."
1	CONUS	89	89	01.C.2.D008M013E089	4306	East Gulf Coastal Plain Northern Dry Upland Hardwood Forest - Offsite Pine Modifier	"This system encompasses oak-dominated forests, often with a pine component present, of somewhat fire-sheltered dry to dry-mesic sites in the East Gulf Coastal Plain. Examples occur on sites intermediate in moisture tendency; excluded are both xeric and mesic sites as indicated by the absence of species indicative of these conditions. Sites where this system occurs are somewhat protected from most natural fires by a combination of steep topography and by limited flammability of the vegetation. If fires were more frequent, the vegetation would likely be replaced by more tolerant southern pines. Pinus taeda is sometimes present, but it is unclear if it is a natural component or has entered only as a result of past cutting.

Variation:  Offsite Pine  - Areas dominated by pine.

Other Variation(s):  Hardwood dominated."
1	CONUS	90	90	01.C.2.D008M013E090	8203	Managed Tree Plantation	Reclassed
1	CONUS	91	91	01.C.2.D008M013E091	8504	Ruderal Wetland	Wetland vegetation resulting from succession following significant anthropogenic disturbance of an area. It is generally characterized by unnatural combinations of species (primarily native species, though they often contain slight or substantial numbers and amounts of species alien to the region as well).
1	CONUS	92	92	01.C.2.D008M013E092	4305	Southern Piedmont Dry Oak-(Pine) Forest - Loblolly Pine Modifier	"This system encompasses the prevailing upland forests of the southern Piedmont.  High-quality and historic examples are typically dominated by combinations of upland oaks, sometimes with pines as a significant component, especially in the southern portions of the region.  These forests occur in a variety of habitats and, under natural conditions, were the matrix vegetation type covering most of the landscape.  Much of this system is currently composed of successional forests that have arisen after repeated cutting, clearing, and cultivation of original oak-hickory forests.

Variation:  Loblolly - Sites dominated by loblloy pine.  Pines can be mature stands on sites heavily impacted over 60 years ago or dense stands regenerating from a more recent disturbance.  

Other Variation(s):  Hardwood, Mixed."
1	CONUS	93	93	01.C.2.D008M014E093	4333	Acadian Low-Elevation Spruce-Fir-Hardwood Forest	These spruce-fir forests cover large expanses of the landscape in the Acadian and northern Appalachian regions.  They occur at low to moderate elevations on a variety of landforms. The soils are acidic and usually rocky, mostly well- to moderately well-drained but sometimes with somewhat poorly drained patches, particularly at slope bottoms.   Dominant trees are red spruce and balsam fir; black spruce, white spruce, and northern white cedar are common associates.  Yellow birch is the most typical hardwood associate; paper birch, beech, and red or sugar maple are often present.  In earlier successional patches, paper birch, aspen, and larch are mixed in with the spruce and fir. Small-scale blowdowns with subsequent gap regeneration are the most frequent form of natural disturbance, with large-scale fires important at rare intervals..
1	CONUS	94	94	01.C.2.D008M014E094	4551	Acadian-Appalachian Montane Spruce-Fir Forest	This is the most extensive  forest system in the spruce-fir region of the northern Appalachian Mountains.  It occurs mostly upwards of 1500’ in elevation and is restricted to progressively higher elevations southward. Northward, it is often contiguous with  Acadian Low-Elevation Spruce-Fir Forest.  At higher elevations, it gives way to Acadian-Appalachian Subalpine Woodland and Heath-Krummholz, where the trees are stunted and more sparse.  It often forms a mosaic of patches of solid spruce-fir and mixed spruce-fir-birch patches, with occasional smaller inclusions of northern hardwoods, or patches of white birch in former burn areas.  Overall, the tree cover is at least half coniferous. Red spruce and balsam fir are the dominant conifers. Gaps formed by wind, snow, ice, and harvesting are the major replacement agents; fires may be important but only rarely.
1	CONUS	95	95	01.C.2.D008M014E095	4331	Appalachian Hemlock-Hardwood Forest	This forested system is one of the matrix forest types of the northeast, ranging from central New England west to Lake Erie and south to the higher elevations of Virginia and West Virginia. Northern hardwoods such as sugar maple, yellow birch, and beech are characteristic, either forming a deciduous canopy or mixed with hemlock (or in some cases  white pine). Other common and sometimes dominant trees include red oak, tuliptree, black cherry, and black birch. It is of more limited extent and more ecologically constrained in the southern part of its range.  Fire suppression appears to have increased the extent of this system.
1	CONUS	96	96	01.C.2.D008M014E096	4612	Central and Southern Appalachian Spruce-Fir Forest	This system consists of forests in the highest elevation zone from the Blue Ridge north to the Central Appalachians of Virginia and West Virginia.  Forests are generally dominated by red spruce, Fraser fir, or a mixture of the two.  Examples occur as low as 3200 feet at the northern range in West Virginia, and may range up to the highest peaks. Elevation and orographic effects make the climate cool and wet, with heavy moisture input from fog as well as high rainfall. Strong winds, extreme cold, rime ice, and other extreme weather are periodically important.
1	CONUS	97	97	01.C.2.D008M014E097	4542	Laurentian Jack Pine-Red Pine Forest	Not available for NatureServe
1	CONUS	98	98	01.C.2.D008M014E098	4113	Laurentian-Acadian Northern Hardwoods Forest	These hardwood forests are one of the major ecological systems across New England and adjacent Canada west to Minnesota. They occur in various upland settings at low to moderate elevations (generally <2000’) across the glaciated landscape.  Sugar maple,  yellow birch, and beech are the dominant trees (the latter only east of northern Wisconsin); hemlock and (east of the Great Lakes) red spruce are frequent but minor canopy associates.  Paper birch, aspen, and red maple, along with white pine,  are common in successional stands.  This system can include large expanses of species-rich forest in areas of limestone or similar bedrock, as well as forests that are relatively species-poor in areas of granitic (or similar) bedrock or acidic till. Blowdowns or snow and ice loading, with subsequent gap regeneration, are the most frequent form of natural disturbance.
1	CONUS	99	99	01.C.2.D008M014E099	4323	Laurentian-Acadian Northern Pine-(Oak) Forest	This pine or pine-oak forest covers large ares of the Great Lakes states, Northeast, and southern Canada.  Soils are loamy to sandy, varying from thin soil over bedrock to deeper soils, sometimes sandy. These dry forests usually have a closed canopy but are sometimes open.  Red pine is a characteristic species though it is not always dominant.  Eastern white pine occurs frequently and typifies some areas.  Boreal conifers may occasionally be present. Conifers typically characterize the canopy, but other common tree species may include hardwoods such as red oak or red maple, as well as aspen or paper birch.  The latter are particularly common after large disturbances such as major fires, windstorms, or logging.  The shrub layer can vary from sparse to fairly dense.  Blueberries and hazel are typical species.  Fires occurring every 100-200 years maintain the pine-dominated nature of this forest.
1	CONUS	100	100	01.C.2.D008M014E100	4327	Laurentian-Acadian Pine-Hemlock-Hardwood Forest	This conifer and mixed forest system ranges from the northeastern U.S. and adjacent Canada west to the Great Lakes and upper Midwest, and is a widespread, matrix forest type.  The forests usually occur on low-nutrient soils at low elevations, mostly less than 2000’.  Soils vary from somewhat dry to somewhat moist, but are usually not extremely dry. White pine, hemlock, and red oak are typical canopy dominants; beech is a common associate in some areas.  Red maple (or black birch at the southern periphery of the range) is also common.  (Oaks besides red oak are essentially absent from this system, being more representative of systems to the south.)  Gap replacement from treefalls, and infrequent fire, are the primary natural regeneration modes.
1	CONUS	101	101	01.C.2.D008M014E101	5517	Paleozoic Plateau Bluff and Talus	This system is found in the driftless regions of southeastern Minnesota, southwestern Wisconsin, and northern Iowa and Illinois.  This region was not glaciated like the surrounding areas and thus is predominated by rolling hills and bluff outcrops.  This system is found primarily on blufftops and dry upper slopes along the Upper Mississippi River, although it can range into bordering regions such as the Baraboo Hills in Wisconsin.  This system contains a mosaic of woodlands, savannas, prairies and sparsely vegetated limestone, dolomite, and/or sandstone outcrops, with occasional talus, especially algific talus.  Woodlands consist of primarily a mixture of oak species. Sugar maple, yellow birch, pines and eastern hemlock may occur on more protected areas.  Prairie openings contain little bluestem and sideoats grama.  Historically, fire was the most important dynamic maintaining these systems, however, fire suppression within the region has allowed more canopy cover and very few prairie openings remain.  Algific talus harbors a number of unusual Pleistocene relict species, including plants and snails.
1	CONUS	102	102	01.C.2.D008M014E102	4119	Southern Appalachian Northern Hardwood Forest	"This system consists of hardwood forests of the higher elevation zones of the southern Appalachians, ranging north to Virginia and West Virginia, generally above 4500 feet elevation. Included are classic northern hardwood forests as well as the highest elevation oak forests. Thus, examples may be dominated by various combinations of mesophytic hardwoods – typically sugar maple, yellow birch, beech, yellow buckeye-- or by high-elevation red oak (without other oaks). High-elevation climate is the most important ecological factor. Included in this system are limited areas locally known as ""beech gaps"" and ""boulderfields."""
1	CONUS	103	103	01.C.2.D008M016E103	4133	Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest	This system encompasses oak-dominated forests of somewhat fire-sheltered dry to dry-mesic sites in the coastal plain from southeastern Virginia to Georgia. It occurs in areas  somewhat protected from most natural fires by some combination of steeper topography, isolation from the spread of fire, and limited flammability of the vegetation. If fires were more frequent, the vegetation would likely be replaced by more fire-tolerant southern pines, especially longleaf pine.
